env_id,episode,reward,length,duration_sec,avg_speed_mps,total_distance_m,onlane_rate,collision,total_steering_change,total_jerk,peak_jerk
roundabout-v0,48,33.216666666666654,40,3.074949026107788,0.04122200209017271,0.3297760167213817,1.0,False,2.0,5.667417835700055,4.698922806868572
roundabout-v0,49,33.26666666666665,40,3.106816291809082,0.04122200209017271,0.3297760167213817,1.0,False,2.0,5.667417835700055,4.698922806868572
intersection-v1,0,33.33333333333332,40,11.450780391693115,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,1,33.33333333333332,40,11.656841039657593,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,2,33.33333333333332,40,9.65551209449768,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,3,33.33333333333332,40,16.22737956047058,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,4,33.33333333333332,40,20.150816679000854,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,5,33.33333333333332,40,13.883145809173584,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,6,33.33333333333332,40,9.225984811782837,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,7,33.33333333333332,40,9.07638144493103,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,8,33.33333333333332,40,7.711405277252197,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,9,33.33333333333332,40,9.418365240097046,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,10,33.33333333333332,40,9.450720071792603,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,11,33.33333333333332,40,6.698318958282471,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,12,33.33333333333332,40,5.899242877960205,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,13,33.33333333333332,40,9.525346040725708,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,14,33.33333333333332,40,7.787482976913452,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,15,33.33333333333332,40,7.205846548080444,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,16,33.33333333333332,40,12.606034755706787,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,17,33.33333333333332,40,7.277090787887573,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,18,33.33333333333332,40,7.4961628913879395,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,19,33.33333333333332,40,7.6924378871917725,0.0515275026127159,0.4122200209017272,1.0,False,4.0,7.084272294625073,5.873653508585719
intersection-v1,20,33.33333333333332,40,6.317331075668335,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,21,33.33333333333332,40,10.322968482971191,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,22,33.33333333333332,40,6.015565633773804,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,23,33.33333333333332,40,7.356395959854126,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,24,33.33333333333332,40,5.36403489112854,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,25,33.33333333333332,40,6.731492519378662,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,26,33.33333333333332,40,6.288018226623535,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,27,33.33333333333332,40,5.364017724990845,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,28,33.33333333333332,40,4.733684301376343,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,29,33.33333333333332,40,5.048356771469116,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,30,33.33333333333332,40,6.875715970993042,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,31,33.33333333333332,40,4.956682443618774,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,32,33.33333333333332,40,5.224017858505249,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,33,33.33333333333332,40,7.002439498901367,0.0515275026127159,0.4122200209017272,1.0,False,2.0,7.084272294625073,5.873653508585719
intersection-v1,34,33.33333333333332,40,5.03790020942688,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,35,33.33333333333332,40,5.6889119148254395,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,36,33.33333333333332,40,5.290424823760986,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,37,5.0,7,0.40943360328674316,6.939142813895129,9.714799939453181,1.0,True,0.0,23.97467111424802,22.205113412527613
intersection-v1,38,33.33333333333332,40,5.039068698883057,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,39,33.33333333333332,40,6.906696081161499,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,40,33.33333333333332,40,5.563694477081299,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,41,33.33333333333332,40,5.663722276687622,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,42,33.33333333333332,40,5.5689826011657715,0.0515275026127159,0.4122200209017272,1.0,False,2.0,7.084272294625073,5.873653508585719
intersection-v1,43,33.33333333333332,40,6.1519458293914795,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,44,33.33333333333332,40,7.636746883392334,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,45,33.33333333333332,40,4.305559158325195,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,46,33.33333333333332,40,6.441694021224976,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
intersection-v1,47,33.33333333333332,40,5.754253387451172,0.0515275026127159,0.4122200209017272,1.0,False,0.0,7.084272294625073,5.873653508585719
